temperature,humidity,rainfall,wind_speed,month,crop,region,state,latitude,longitude,pesticide_applications,past_disease_occurrences,leaf_wetness_hours,consecutive_wet_days,soil_moisture,night_temperature,days_since_rain,morning_dew_hours,soil_ph,nitrogen_level,growth_stage,in_high_risk_region,soil_type,ann_rainfall_mm,disease,severity,is_diseased
15.4,87.8,7.4,14.0,7,Strawberry,Pune,Maharashtra,18.52,73.85,5,1,5.0,3,54.0,0.0,3.5,7.1,5.95,85.9,2,1,red_laterite,722,Strawberry___Leaf_scorch,19.8,1
15.9,55.1,15.2,6.0,12,Strawberry,Nagpur,Maharashtra,21.14,79.08,6,1,4.5,1,60.6,6.8,4.6,4.3,6.7,121.8,2,0,black_cotton,1025,Strawberry___healthy,0.0,0
24.1,85.6,36.8,11.8,3,Orange,Jodhpur,Rajasthan,26.29,73.01,3,0,9.1,4,63.3,3.1,13.3,2.9,6.42,156.9,2,1,sandy,362,Orange___Haunglongbing_(Citrus_greening),99.8,1
20.2,57.3,12.2,10.5,9,Cherry,Jalandhar,Punjab,31.32,75.57,1,4,6.2,0,55.8,10.3,6.9,1.4,6.95,129.7,2,0,alluvial,698,Cherry_(including_sour)___healthy,0.0,0
25.4,93.0,7.4,8.8,6,Apple,Shimla,Himachal Pradesh,31.1,77.17,2,1,9.0,2,69.4,10.3,4.7,5.7,6.8,169.0,3,1,red_laterite,1575,Apple___Black_rot,56.1,1
30.3,86.9,38.7,22.1,1,Orange,Aurangabad,Maharashtra,19.87,75.34,4,2,5.9,3,64.6,9.1,11.7,1.8,6.92,126.9,2,1,black_cotton,726,Orange___Haunglongbing_(Citrus_greening),85.4,1
25.0,55.2,24.2,10.0,1,Soybean,Mysore,Karnataka,12.29,76.64,0,0,3.1,2,59.0,2.8,4.8,3.1,6.26,140.1,2,0,red_laterite,752,Soybean___healthy,0.0,0
13.6,90.5,30.7,9.0,10,Tomato,Dharamsala,Himachal Pradesh,32.21,76.32,2,1,16.8,6,80.7,4.7,0.1,8.0,6.24,203.0,3,1,red_laterite,2542,Tomato___Late_blight,79.6,1
36.1,65.3,3.8,0.5,9,Grape,Pune,Maharashtra,18.52,73.85,4,0,3.1,1,41.9,9.5,35.3,3.6,6.8,114.2,2,1,red_laterite,722,Grape___Esca_(Black_Measles),44.0,1
25.1,95.4,75.5,3.7,4,Apple,Solan,Himachal Pradesh,30.9,77.1,1,0,23.6,13,100.0,14.0,0.8,10.1,5.84,146.6,1,1,red_laterite,1106,Apple___Apple_scab,56.0,1
19.2,83.1,19.9,9.5,3,Apple,Kullu,Himachal Pradesh,31.95,77.1,0,0,11.5,4,71.8,3.6,2.8,7.9,6.64,123.4,1,1,red_laterite,1262,Apple___Cedar_apple_rust,50.4,1
16.8,86.0,14.8,4.4,6,Strawberry,Dharamsala,Himachal Pradesh,32.21,76.32,2,0,6.9,5,61.1,2.5,7.9,3.4,6.48,96.8,2,1,red_laterite,2542,Strawberry___Leaf_scorch,52.7,1
33.2,53.2,4.6,11.1,12,Tomato,Vadodara,Gujarat,22.3,73.18,1,4,2.4,1,30.7,8.9,24.1,0.6,7.0,69.3,1,1,black_cotton,921,Tomato___Tomato_Yellow_Leaf_Curl_Virus,85.1,1
20.5,59.8,15.6,10.7,11,Grape,Indore,Madhya Pradesh,22.71,75.85,2,0,0.6,2,46.1,7.9,4.5,4.1,6.7,147.9,2,0,black_cotton,985,Grape___healthy,0.0,0
28.9,62.3,19.3,2.3,2,Pepper,Amravati,Maharashtra,20.93,77.75,1,1,5.7,0,63.4,5.0,8.1,2.7,6.86,166.0,2,0,black_cotton,788,"Pepper,_bell___healthy",0.0,0
25.7,53.8,17.9,7.6,5,Grape,Nagpur,Maharashtra,21.14,79.08,6,5,0.9,1,26.8,4.7,10.2,2.1,6.7,101.1,2,1,black_cotton,1025,Grape___Esca_(Black_Measles),56.3,1
21.4,65.3,11.9,5.3,11,Apple,Jaipur,Rajasthan,26.91,75.79,1,1,4.4,0,59.6,9.0,11.4,3.5,6.23,122.3,2,0,sandy,592,Apple___healthy,0.0,0
22.7,93.1,34.7,14.8,8,Corn,Dharwad,Karnataka,15.45,75.01,3,1,11.8,3,62.6,10.8,2.5,8.8,6.7,128.8,2,1,black_cotton,742,Corn_(maize)___Common_rust_,67.0,1
26.1,81.2,63.9,24.9,9,Tomato,Mysore,Karnataka,12.29,76.64,1,2,11.1,3,57.7,0.3,0.6,4.7,6.8,191.5,2,1,red_laterite,752,Tomato___Bacterial_spot,53.9,1
19.5,78.9,39.3,13.3,8,Corn,Shimla,Himachal Pradesh,31.1,77.17,2,2,8.9,3,70.6,0.0,1.5,6.3,6.71,172.6,2,1,red_laterite,1575,Corn_(maize)___Northern_Leaf_Blight,62.1,1
19.7,87.0,1.2,6.0,10,Tomato,Patna,Bihar,25.59,85.13,6,0,21.5,11,87.5,3.4,2.7,10.2,6.39,172.3,3,1,alluvial,1122,Tomato___Leaf_Mold,41.3,1
27.9,68.1,3.2,5.9,10,Pepper,Dharwad,Karnataka,15.45,75.01,2,0,4.0,0,62.9,4.5,9.3,1.6,6.7,159.5,2,0,black_cotton,742,"Pepper,_bell___healthy",0.0,0
12.0,58.3,10.5,3.1,1,Raspberry,Vadodara,Gujarat,22.3,73.18,1,0,4.3,2,58.5,0.0,3.4,4.3,6.7,128.9,2,0,black_cotton,921,Raspberry___healthy,0.0,0
31.3,58.4,8.4,4.7,10,Soybean,Solan,Himachal Pradesh,30.9,77.1,5,1,5.0,1,46.1,8.8,10.7,3.1,6.49,98.5,2,0,red_laterite,1106,Soybean___healthy,0.0,0
17.5,83.0,17.4,29.7,2,Apple,Shimla,Himachal Pradesh,31.1,77.17,1,2,12.9,4,66.5,9.5,2.1,5.3,5.88,119.4,1,1,red_laterite,1575,Apple___Cedar_apple_rust,66.9,1
25.2,61.4,19.5,7.0,3,Raspberry,Solapur,Maharashtra,17.66,75.9,3,3,0.9,0,57.4,7.3,9.2,1.4,6.7,96.5,2,0,black_cotton,520,Raspberry___healthy,0.0,0
18.3,87.9,3.0,11.1,5,Tomato,Sangli,Maharashtra,16.86,74.56,0,3,6.5,3,51.7,0.9,9.9,5.4,6.7,93.5,2,1,black_cotton,580,Tomato___Early_blight,66.1,1
28.6,81.2,6.5,18.7,7,Apple,Solan,Himachal Pradesh,30.9,77.1,10,2,11.3,5,73.0,8.6,4.2,6.3,6.8,109.3,3,1,red_laterite,1106,Apple___Black_rot,38.6,1
24.0,84.2,21.2,27.3,8,Pepper,Chennai,Tamil Nadu,13.08,80.27,6,0,10.9,4,76.9,4.8,1.4,5.0,6.63,131.7,2,1,red_laterite,1398,"Pepper,_bell___Bacterial_spot",34.2,1
19.3,48.5,2.8,1.2,1,Potato,Bhopal,Madhya Pradesh,23.25,77.41,1,4,0.5,0,55.0,8.2,3.9,1.9,6.7,160.6,2,0,black_cotton,1146,Potato___healthy,0.0,0
26.2,98.2,35.2,11.4,8,Corn,Mysore,Karnataka,12.29,76.64,4,0,14.8,10,88.7,9.5,0.7,9.7,5.87,99.5,3,1,red_laterite,752,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,34.0,1
23.1,73.7,23.6,0.0,7,Blueberry,Vadodara,Gujarat,22.3,73.18,6,0,1.6,0,57.2,14.6,8.5,4.9,6.7,128.3,2,0,black_cotton,921,Blueberry___healthy,0.0,0
18.7,55.8,15.5,7.0,12,Cherry,Visakhapatnam,Andhra Pradesh,17.68,83.21,4,3,6.0,1,61.4,10.0,6.6,1.5,6.46,162.4,2,0,red_laterite,1012,Cherry_(including_sour)___healthy,0.0,0
26.9,81.8,4.2,14.1,6,Potato,Bhopal,Madhya Pradesh,23.25,77.41,1,2,7.5,2,67.7,11.7,10.1,5.9,6.7,137.3,2,0,black_cotton,1146,Potato___Early_blight,63.2,1
26.5,89.9,40.8,3.3,9,Corn,Akola,Maharashtra,20.7,77.0,6,5,13.5,3,72.7,9.9,3.8,10.8,6.7,197.9,2,1,black_cotton,820,Corn_(maize)___Northern_Leaf_Blight,43.5,1
19.7,100.0,27.4,6.7,10,Tomato,Muzaffarpur,Bihar,26.12,85.36,3,0,16.0,11,96.0,6.3,1.9,4.4,6.2,229.7,3,1,alluvial,1068,Tomato___Late_blight,87.7,1
22.9,74.5,8.5,8.4,2,Squash,Sangli,Maharashtra,16.86,74.56,2,4,0.0,0,44.7,2.7,16.1,3.2,6.7,104.9,2,1,black_cotton,580,Squash___Powdery_mildew,38.3,1
31.5,57.9,16.7,11.1,5,Soybean,Bathinda,Punjab,30.21,74.94,2,2,6.2,2,51.9,10.2,9.1,1.9,6.2,96.6,2,0,alluvial,404,Soybean___healthy,0.0,0
24.4,76.8,13.0,6.6,9,Tomato,Gaya,Bihar,24.79,84.99,2,3,17.1,2,86.6,1.5,1.1,5.4,6.2,191.7,2,0,alluvial,968,Tomato___Bacterial_spot,52.0,1
21.9,85.2,35.3,10.1,8,Tomato,Jodhpur,Rajasthan,26.29,73.01,3,0,15.2,4,73.8,7.5,3.4,5.9,6.26,197.1,2,0,sandy,362,Tomato___Septoria_leaf_spot,51.6,1
32.0,99.5,32.8,16.9,5,Grape,Pune,Maharashtra,18.52,73.85,5,4,12.1,3,89.0,17.0,0.8,9.8,5.66,89.2,3,1,red_laterite,722,Grape___Black_rot,43.7,1
20.8,46.6,17.9,6.1,10,Peach,Vadodara,Gujarat,22.3,73.18,1,0,3.8,2,56.6,10.5,5.2,2.3,6.7,161.3,2,0,black_cotton,921,Peach___healthy,0.0,0
18.1,88.0,24.8,3.4,8,Grape,Solapur,Maharashtra,17.66,75.9,7,0,15.5,8,96.0,0.2,2.5,8.7,6.7,177.8,3,1,black_cotton,520,Grape___Black_rot,55.7,1
26.1,94.5,49.7,3.4,6,Apple,Indore,Madhya Pradesh,22.71,75.85,2,1,8.1,5,58.5,11.2,2.6,6.9,6.7,120.5,3,0,black_cotton,985,Apple___Black_rot,55.2,1
15.7,99.0,7.0,7.7,6,Apple,Solan,Himachal Pradesh,30.9,77.1,2,0,10.6,3,90.1,3.4,1.4,8.0,5.96,180.0,1,1,red_laterite,1106,Apple___Apple_scab,50.3,1
11.7,86.5,32.6,3.3,6,Tomato,Vijayawada,Andhra Pradesh,16.5,80.64,2,1,18.0,3,86.0,3.8,0.7,6.6,6.2,199.3,3,0,alluvial,1012,Tomato___Late_blight,84.9,1
38.5,59.6,8.5,6.8,2,Tomato,Latur,Maharashtra,18.4,76.56,1,0,3.2,0,46.2,18.2,12.8,1.6,7.22,81.3,1,1,black_cotton,742,Tomato___Tomato_Yellow_Leaf_Curl_Virus,88.9,1
18.1,54.7,14.6,8.6,4,Peach,Kolkata,West Bengal,22.57,88.36,6,0,3.6,2,53.9,3.0,5.4,4.5,6.2,126.0,2,0,alluvial,1582,Peach___healthy,0.0,0
30.5,83.8,14.6,17.3,7,Tomato,Solan,Himachal Pradesh,30.9,77.1,2,0,9.5,3,66.1,10.5,5.6,4.9,5.61,144.8,2,0,red_laterite,1106,Tomato___Early_blight,70.0,1
35.0,48.0,2.6,11.0,4,Tomato,Sangli,Maharashtra,16.86,74.56,5,3,4.0,0,35.6,9.2,37.2,0.4,6.7,114.5,2,1,black_cotton,580,Tomato___Spider_mites Two-spotted_spider_mite,34.7,1
19.5,59.4,15.2,4.8,8,Peach,Shimla,Himachal Pradesh,31.1,77.17,4,0,1.7,1,54.2,3.7,3.1,3.8,6.6,140.1,2,0,red_laterite,1575,Peach___healthy,0.0,0
23.3,93.2,16.6,16.8,5,Strawberry,Kolhapur,Maharashtra,16.7,74.24,1,0,11.1,4,62.9,4.6,3.0,6.7,5.77,124.9,2,1,red_laterite,1052,Strawberry___Leaf_scorch,53.1,1
26.5,76.6,23.4,18.0,6,Apple,Shimla,Himachal Pradesh,31.1,77.17,0,1,5.1,2,69.8,5.1,6.8,6.2,6.4,122.7,3,1,red_laterite,1575,Apple___Black_rot,64.9,1
23.1,61.8,24.4,5.8,1,Corn,Kolkata,West Bengal,22.57,88.36,1,2,3.5,1,60.0,2.9,8.4,2.8,6.51,134.2,2,0,alluvial,1582,Corn_(maize)___healthy,0.0,0
34.0,30.4,0.2,9.4,9,Tomato,Dharwad,Karnataka,15.45,75.01,7,1,0.3,0,28.2,10.6,36.1,0.4,6.7,107.7,2,1,black_cotton,742,Tomato___Spider_mites Two-spotted_spider_mite,25.7,1
24.2,47.9,24.8,8.8,9,Blueberry,Bhopal,Madhya Pradesh,23.25,77.41,3,1,6.9,1,50.2,8.4,11.6,1.5,6.7,101.8,2,0,black_cotton,1146,Blueberry___healthy,0.0,0
27.6,54.8,26.2,10.4,3,Soybean,Bhopal,Madhya Pradesh,23.25,77.41,3,4,3.6,2,54.8,11.5,4.3,2.5,6.7,88.4,2,0,black_cotton,1146,Soybean___healthy,0.0,0
25.4,57.1,16.1,9.9,7,Grape,Karnal,Haryana,29.68,76.99,0,0,2.1,1,66.9,6.8,3.8,4.7,6.48,105.4,2,0,alluvial,772,Grape___healthy,0.0,0
17.0,52.0,16.3,8.3,1,Tomato,Varanasi,Uttar Pradesh,25.31,82.97,0,1,2.7,2,54.8,0.0,4.6,2.7,6.2,116.3,1,1,alluvial,1110,Tomato___Tomato_mosaic_virus,61.6,1
17.9,54.0,7.1,3.6,1,Apple,Vadodara,Gujarat,22.3,73.18,4,4,7.0,1,50.5,7.3,11.3,2.6,6.7,93.6,2,0,black_cotton,921,Apple___healthy,0.0,0
11.4,54.1,23.1,7.4,7,Cherry,Visakhapatnam,Andhra Pradesh,17.68,83.21,4,1,4.8,0,60.1,3.8,9.2,4.5,6.32,175.4,2,0,red_laterite,1012,Cherry_(including_sour)___healthy,0.0,0
19.4,57.4,23.3,9.1,11,Raspberry,Siliguri,West Bengal,26.72,88.43,2,2,5.2,0,58.9,9.5,6.3,4.8,6.2,105.5,2,0,alluvial,2888,Raspberry___healthy,0.0,0
16.9,84.2,24.9,25.6,5,Apple,Dharamsala,Himachal Pradesh,32.21,76.32,2,4,19.0,3,63.6,8.4,3.7,8.3,6.3,140.8,1,1,red_laterite,2542,Apple___Cedar_apple_rust,38.6,1
18.3,57.7,12.6,9.6,7,Grape,Solan,Himachal Pradesh,30.9,77.1,7,0,1.2,1,47.0,0.0,13.2,4.7,6.4,162.7,2,0,red_laterite,1106,Grape___healthy,0.0,0
28.0,67.2,24.0,11.5,7,Tomato,Pune,Maharashtra,18.52,73.85,0,0,1.5,2,55.0,11.5,7.9,4.1,6.31,144.7,2,0,red_laterite,722,Tomato___healthy,0.0,0
25.8,53.6,11.9,11.3,11,Peach,Karnal,Haryana,29.68,76.99,4,0,0.0,1,55.0,14.4,5.4,4.5,6.54,138.4,2,0,alluvial,772,Peach___healthy,0.0,0
15.0,94.1,28.2,11.4,7,Tomato,Siliguri,West Bengal,26.72,88.43,6,3,9.4,9,80.8,2.7,0.6,4.8,6.44,178.1,3,1,alluvial,2888,Tomato___Late_blight,65.6,1
15.1,93.0,5.6,2.3,7,Tomato,Solan,Himachal Pradesh,30.9,77.1,3,0,20.7,5,74.9,0.0,3.5,10.6,5.62,203.8,3,0,red_laterite,1106,Tomato___Leaf_Mold,38.9,1
22.8,88.1,7.3,24.0,9,Peach,Solan,Himachal Pradesh,30.9,77.1,2,0,11.0,3,79.0,3.9,2.3,9.6,6.71,132.5,2,1,red_laterite,1106,Peach___Bacterial_spot,63.7,1
17.8,97.7,56.1,9.2,10,Potato,Burdwan,West Bengal,23.23,87.85,0,1,19.7,6,91.3,7.2,1.6,7.1,6.2,205.3,3,1,alluvial,1428,Potato___Late_blight,86.1,1
20.7,82.2,25.2,8.6,11,Grape,Bangalore,Karnataka,12.97,77.59,4,2,9.5,4,71.9,4.8,2.5,4.8,6.23,101.5,2,1,red_laterite,948,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),48.4,1
23.4,61.1,8.2,7.2,12,Grape,Nashik,Maharashtra,19.99,73.79,1,2,3.1,0,50.6,8.4,7.7,3.0,6.55,160.4,2,0,red_laterite,620,Grape___healthy,0.0,0
6.9,87.6,76.9,10.1,1,Potato,Kanpur,Uttar Pradesh,26.44,80.33,3,1,16.9,14,86.7,0.0,0.5,8.5,6.2,236.3,3,1,alluvial,792,Potato___Late_blight,93.7,1
20.9,90.0,24.9,17.5,9,Wheat,Patiala,Punjab,30.33,76.39,2,0,9.6,2,63.7,12.6,5.6,8.0,6.29,173.4,2,1,alluvial,726,Wheat___Leaf_rust,62.7,1
21.3,96.7,3.6,11.7,10,Tomato,Agra,Uttar Pradesh,27.17,78.01,2,0,10.8,6,80.7,7.5,5.9,6.0,6.55,170.8,2,1,alluvial,660,Tomato___Septoria_leaf_spot,58.9,1
26.8,100.0,43.4,16.0,8,Peach,Madurai,Tamil Nadu,9.93,78.12,1,5,16.4,3,76.3,9.4,0.3,4.9,6.7,95.8,2,0,black_cotton,924,Peach___Bacterial_spot,53.0,1
30.1,82.5,35.0,8.5,7,Pepper,Pune,Maharashtra,18.52,73.85,2,0,15.1,5,87.0,9.5,0.6,3.6,6.8,197.2,2,1,red_laterite,722,"Pepper,_bell___Bacterial_spot",47.9,1
25.8,90.4,55.8,9.9,5,Grape,Siliguri,West Bengal,26.72,88.43,6,4,18.9,8,80.5,11.3,2.2,9.4,6.2,102.4,3,0,alluvial,2888,Grape___Black_rot,63.0,1
19.7,85.4,9.4,7.8,9,Tomato,Udaipur,Rajasthan,24.57,73.68,4,2,12.3,6,80.1,6.2,1.0,6.6,5.69,236.2,3,0,red_laterite,612,Tomato___Late_blight,58.2,1
14.7,58.7,19.4,12.4,7,Peach,Aurangabad,Maharashtra,19.87,75.34,1,0,7.1,0,50.4,0.0,9.6,2.8,6.7,154.5,2,0,black_cotton,726,Peach___healthy,0.0,0
15.5,53.2,3.3,6.2,7,Peach,Ludhiana,Punjab,30.9,75.85,7,0,6.6,0,57.1,6.5,6.2,4.0,6.78,154.6,2,0,alluvial,712,Peach___healthy,0.0,0
15.6,78.8,13.7,32.0,7,Corn,Latur,Maharashtra,18.4,76.56,1,1,13.8,3,65.7,5.5,4.2,5.4,6.7,195.4,2,1,black_cotton,742,Corn_(maize)___Common_rust_,68.6,1
24.9,59.5,2.1,2.3,4,Tomato,Bangalore,Karnataka,12.97,77.59,1,2,1.4,0,38.1,5.0,16.6,1.0,6.8,143.7,1,0,red_laterite,948,Tomato___Tomato_mosaic_virus,78.0,1
19.1,76.6,27.3,23.6,8,Corn,Kota,Rajasthan,25.18,75.83,3,5,13.8,4,79.6,2.0,2.6,9.7,6.93,162.2,2,0,black_cotton,680,Corn_(maize)___Common_rust_,56.5,1
24.5,82.8,37.1,3.9,8,Corn,Latur,Maharashtra,18.4,76.56,1,1,16.0,10,76.4,4.5,2.1,6.4,6.98,111.6,3,1,black_cotton,742,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,57.8,1
22.1,66.5,4.6,9.1,12,Soybean,Solan,Himachal Pradesh,30.9,77.1,5,1,3.7,0,64.7,0.0,5.4,3.8,6.43,86.8,2,0,red_laterite,1106,Soybean___healthy,0.0,0
30.9,82.5,8.5,15.8,5,Tomato,Varanasi,Uttar Pradesh,25.31,82.97,0,0,11.4,6,67.7,9.8,2.4,7.5,6.2,95.6,3,0,alluvial,1110,Tomato___Target_Spot,66.0,1
22.2,50.2,17.2,0.5,1,Tomato,Aurangabad,Maharashtra,19.87,75.34,0,3,1.4,0,56.9,4.4,12.9,0.8,6.7,115.5,1,1,black_cotton,726,Tomato___Tomato_mosaic_virus,83.2,1
37.0,41.5,2.0,10.6,2,Tomato,Udaipur,Rajasthan,24.57,73.68,4,1,1.9,0,33.6,11.2,44.6,1.7,6.51,113.4,2,1,red_laterite,612,Tomato___Spider_mites Two-spotted_spider_mite,47.8,1
30.3,84.9,45.7,0.0,8,Corn,Mysore,Karnataka,12.29,76.64,4,1,12.8,4,77.5,13.9,0.8,10.1,5.89,124.0,3,1,red_laterite,752,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,29.7,1
27.9,85.4,18.5,17.9,6,Tomato,Nashik,Maharashtra,19.99,73.79,2,1,4.9,1,41.9,8.0,8.0,4.0,6.64,98.1,2,1,red_laterite,620,Tomato___Early_blight,57.7,1
20.6,70.5,2.8,10.5,5,Blueberry,Udaipur,Rajasthan,24.57,73.68,2,0,8.5,2,52.4,10.8,11.7,1.6,5.42,90.5,2,0,red_laterite,612,Blueberry___healthy,0.0,0
21.6,80.2,50.0,10.5,5,Peach,Kullu,Himachal Pradesh,31.95,77.1,4,1,17.1,6,71.1,2.1,1.6,8.8,6.4,111.1,2,1,red_laterite,1262,Peach___Bacterial_spot,53.7,1
19.4,73.2,19.9,7.7,2,Apple,Shimla,Himachal Pradesh,31.1,77.17,1,0,15.1,5,75.2,11.4,2.7,9.7,6.16,166.3,1,1,red_laterite,1575,Apple___Cedar_apple_rust,46.5,1
29.2,64.4,3.2,10.9,10,Grape,Nashik,Maharashtra,19.99,73.79,1,1,0.0,1,40.0,6.3,17.8,0.0,5.91,143.8,2,1,red_laterite,620,Grape___Esca_(Black_Measles),67.6,1
32.4,99.9,18.0,14.2,11,Pepper,Aurangabad,Maharashtra,19.87,75.34,0,0,9.7,3,81.4,9.9,0.0,3.8,7.49,195.1,2,1,black_cotton,726,"Pepper,_bell___Bacterial_spot",69.5,1
27.9,62.0,8.9,2.5,3,Squash,Pune,Maharashtra,18.52,73.85,4,4,1.7,0,28.3,13.0,24.4,1.9,6.8,225.1,2,1,red_laterite,722,Squash___Powdery_mildew,25.3,1
28.0,83.8,40.2,25.3,7,Tomato,Karnal,Haryana,29.68,76.99,3,0,17.8,5,73.0,7.2,0.7,6.6,6.48,215.4,2,0,alluvial,772,Tomato___Bacterial_spot,54.1,1
22.2,75.0,23.3,5.7,2,Grape,Akola,Maharashtra,20.7,77.0,5,4,12.8,5,72.1,7.9,0.5,5.0,6.7,121.9,2,1,black_cotton,820,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),33.8,1
26.9,54.9,21.8,7.3,2,Corn,Jabalpur,Madhya Pradesh,23.18,79.94,3,2,3.7,1,50.2,8.6,9.0,3.4,6.42,212.6,2,0,red_laterite,1310,Corn_(maize)___healthy,0.0,0
30.1,69.9,9.1,12.5,6,Tomato,Madurai,Tamil Nadu,9.93,78.12,0,1,5.3,3,49.1,12.3,8.1,3.0,6.7,155.8,2,1,black_cotton,924,Tomato___Early_blight,56.4,1
20.4,83.1,10.0,0.0,6,Tomato,Hyderabad,Telangana,17.38,78.47,4,3,12.3,2,79.3,5.2,2.4,4.7,5.54,161.3,2,0,red_laterite,812,Tomato___Septoria_leaf_spot,48.4,1
19.1,97.4,27.4,7.0,6,Apple,Dharamsala,Himachal Pradesh,32.21,76.32,2,1,9.4,3,61.2,2.6,6.9,8.8,5.61,116.0,3,1,red_laterite,2542,Apple___Black_rot,67.7,1
35.0,94.4,22.3,17.5,10,Tomato,Ludhiana,Punjab,30.9,75.85,8,3,11.7,2,74.5,14.2,2.0,7.7,7.03,106.5,2,0,alluvial,712,Tomato___Bacterial_spot,23.3,1
22.5,78.3,1.5,8.9,8,Potato,Ranchi,Jharkhand,23.34,85.31,0,0,6.8,4,63.2,6.7,6.5,5.8,5.76,142.1,2,0,red_laterite,1430,Potato___Early_blight,58.8,1
27.0,96.7,26.1,5.0,9,Corn,Solapur,Maharashtra,17.66,75.9,0,0,15.6,5,84.9,7.6,1.1,12.0,6.7,104.6,3,1,black_cotton,520,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,69.4,1
21.3,45.9,4.7,7.5,4,Cherry,Indore,Madhya Pradesh,22.71,75.85,2,1,3.2,1,30.9,6.5,19.6,3.1,6.7,149.6,2,0,black_cotton,985,Cherry_(including_sour)___Powdery_mildew,47.1,1
21.9,78.5,22.3,5.7,9,Tomato,Udaipur,Rajasthan,24.57,73.68,3,4,7.6,6,63.4,5.8,3.5,6.2,5.69,141.2,3,0,red_laterite,612,Tomato___Target_Spot,58.2,1
17.9,85.4,34.4,29.9,8,Corn,Patna,Bihar,25.59,85.13,2,3,9.5,6,73.0,3.0,1.1,6.6,6.77,194.0,2,0,alluvial,1122,Corn_(maize)___Common_rust_,56.9,1
21.5,84.8,31.0,10.8,9,Grape,Dharwad,Karnataka,15.45,75.01,1,1,10.6,4,85.6,0.1,1.9,10.8,6.7,170.4,2,1,black_cotton,742,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),61.3,1
18.6,85.3,16.9,13.6,7,Tomato,Akola,Maharashtra,20.7,77.0,3,1,7.2,3,54.9,0.0,4.9,5.5,6.7,111.7,2,1,black_cotton,820,Tomato___Early_blight,63.4,1
30.6,65.7,22.3,9.5,6,Soybean,Coimbatore,Tamil Nadu,11.01,76.96,1,2,1.6,2,58.6,11.3,7.4,2.4,6.32,142.0,2,0,red_laterite,682,Soybean___healthy,0.0,0
39.3,38.7,1.5,2.5,10,Tomato,Jodhpur,Rajasthan,26.29,73.01,0,2,0.9,0,42.7,16.5,18.8,0.5,6.07,62.1,2,1,sandy,362,Tomato___Spider_mites Two-spotted_spider_mite,51.1,1
26.2,83.0,24.6,19.8,6,Apple,Shimla,Himachal Pradesh,31.1,77.17,2,0,13.0,3,72.6,4.7,6.3,3.0,5.81,124.5,3,1,red_laterite,1575,Apple___Black_rot,68.8,1
21.8,55.4,17.2,3.8,4,Pepper,Vadodara,Gujarat,22.3,73.18,3,0,3.8,0,51.5,0.0,5.5,2.5,6.73,160.0,2,0,black_cotton,921,"Pepper,_bell___healthy",0.0,0
34.4,62.7,14.0,13.7,7,Orange,Jalandhar,Punjab,31.32,75.57,2,4,4.2,4,48.8,13.6,4.6,1.5,6.45,148.1,2,1,alluvial,698,Orange___Haunglongbing_(Citrus_greening),78.6,1
28.1,65.0,4.9,16.3,3,Potato,Agra,Uttar Pradesh,27.17,78.01,7,0,3.8,3,59.5,12.9,4.1,3.5,6.2,85.9,2,1,alluvial,660,Potato___Early_blight,31.9,1
23.9,81.2,2.8,5.7,9,Tomato,Nagpur,Maharashtra,21.14,79.08,4,0,7.8,2,70.9,6.4,5.0,3.1,6.7,171.8,2,1,black_cotton,1025,Tomato___Septoria_leaf_spot,43.2,1
18.3,52.0,10.2,4.8,12,Tomato,Amravati,Maharashtra,20.93,77.75,2,1,3.7,2,34.7,0.0,13.8,3.5,6.7,93.4,1,1,black_cotton,788,Tomato___Tomato_mosaic_virus,65.2,1
23.2,71.4,13.4,11.6,11,Tomato,Bathinda,Punjab,30.21,74.94,1,0,3.7,2,49.7,4.1,14.2,0.3,6.2,96.5,1,1,alluvial,404,Tomato___Tomato_mosaic_virus,71.7,1
17.2,50.9,17.9,11.4,12,Cherry,Latur,Maharashtra,18.4,76.56,0,0,3.7,1,51.7,7.8,4.5,1.2,6.7,153.3,2,0,black_cotton,742,Cherry_(including_sour)___healthy,0.0,0
22.7,50.1,14.4,7.6,12,Apple,Kanpur,Uttar Pradesh,26.44,80.33,2,0,6.8,1,50.0,9.7,9.9,1.2,6.33,178.2,2,0,alluvial,792,Apple___healthy,0.0,0
16.2,85.4,1.5,6.5,10,Tomato,Bhubaneswar,Odisha,20.29,85.82,1,0,16.4,14,78.9,0.0,3.1,12.0,5.75,267.6,3,1,red_laterite,1482,Tomato___Leaf_Mold,44.6,1
23.4,58.7,8.6,7.9,7,Cherry,Dharamsala,Himachal Pradesh,32.21,76.32,2,1,2.9,1,45.4,5.4,9.5,3.7,5.61,245.5,2,1,red_laterite,2542,Cherry_(including_sour)___Powdery_mildew,37.5,1
16.6,95.5,50.9,7.6,3,Tomato,Coimbatore,Tamil Nadu,11.01,76.96,2,1,16.5,6,82.2,6.5,0.6,6.4,5.86,258.9,3,0,red_laterite,682,Tomato___Late_blight,82.2,1
